iter	Logloss
478	0.1103590887
479	0.1103112838
480	0.1102590456
481	0.110202949
482	0.1101472379
483	0.1100983168
484	0.1100333498
485	0.1099786295
486	0.1099346036
487	0.1098768053
488	0.1095928103
489	0.1095512556
490	0.1095078734
491	0.109465341
492	0.1094187816
493	0.1093682018
494	0.1093051967
495	0.1092628992
496	0.109200658
497	0.1091230938
498	0.1090762079
499	0.1090285161
500	0.1089208397
501	0.1088575885
502	0.1087863578
503	0.1087186231
504	0.1086631471
505	0.1086238233
506	0.1085838353
507	0.1085393108
508	0.1085000358
509	0.10846863
510	0.1084141583
511	0.1083696963
512	0.108316025
513	0.1082779838
514	0.108224215
515	0.1081823754
516	0.1081330693
517	0.1080813779
518	0.1080451728
519	0.1079630227
520	0.1079233972
521	0.1078196743
522	0.1077763352
523	0.1076813312
524	0.1076364524
525	0.1074966048
526	0.1074543394
527	0.1074124275
528	0.1073657726
529	0.1073275583
530	0.107279958
531	0.1072041158
532	0.1071369519
533	0.1071006602
534	0.1070496301
535	0.1070064455
536	0.1069540917
537	0.1068868094
538	0.1068536764
539	0.1068183411
540	0.1067612411
541	0.1067211662
542	0.1066854182
543	0.1066209032
544	0.1065789172
545	0.1065470847
546	0.1065153136
547	0.1064875771
548	0.1064391925
549	0.1063904951
550	0.1063307266
551	0.1062869891
552	0.1062457515
553	0.1061704864
554	0.1061189054
555	0.1060440028
556	0.1059991199
557	0.1059584659
558	0.1058874517
559	0.1058507554
560	0.1057995115
561	0.1057707822
562	0.1057221316
563	0.105688739
564	0.1056334938
565	0.105586032
566	0.105545083
567	0.1054993946
568	0.1054604934
569	0.1054037427
570	0.1053499547
571	0.1052727745
572	0.105222708
573	0.1051902723
574	0.1051296403
575	0.1050683261
576	0.1050354382
577	0.1050013015
578	0.1049599053
579	0.1049254108
580	0.1048868518
581	0.1048561771
582	0.1048168302
583	0.1047550549
584	0.1047084291
585	0.104673873
586	0.1046299423
587	0.1045999768
588	0.1045559087
589	0.1045320731
590	0.1044631129
591	0.1044154658
592	0.1043876342
593	0.104338341
594	0.1042965385
595	0.1042665053
596	0.1042063119
597	0.1041585945
598	0.1041241642
599	0.1040924825
600	0.104057064
601	0.1040276823
602	0.1039846626
603	0.1039510283
604	0.1039258412
605	0.1038745959
606	0.1038445016
607	0.1037966571
608	0.1037727867
609	0.1037515668
610	0.1037070147
611	0.103659959
612	0.1036071978
613	0.1035454613
614	0.1035127234
615	0.1034682641
616	0.1034295237
617	0.1033912835
618	0.1033618614
619	0.1033229343
620	0.1032839071
621	0.1032253281
622	0.1031816722
623	0.1031420189
624	0.1031202364
625	0.1030785927
626	0.1030262145
627	0.1029835176
628	0.1029324699
629	0.1028904939
630	0.1028369513
631	0.102787729
632	0.1027309069
633	0.1026865979
634	0.1026523954
635	0.1026045765
636	0.1025635921
637	0.1025007451
638	0.1024550652
639	0.1024115866
640	0.1023797425
641	0.1023325414
642	0.1022977586
643	0.1022601601
644	0.1022348186
645	0.1021945031
646	0.1021591242
647	0.1021326828
648	0.1020975257
649	0.1020538007
650	0.1020095237
651	0.1019830822
652	0.1019372112
653	0.101916184
654	0.1018823889
655	0.1018405359
656	0.1017881212
657	0.1017415702
658	0.1015605839
659	0.1015165261
660	0.1014725483
661	0.1014538403
662	0.1014196848
663	0.1013621596
664	0.1013177625
665	0.1012867703
666	0.1012445224
667	0.1012023959
668	0.101154591
669	0.1011293784
670	0.1010926936
671	0.1010368839
672	0.1009852788
673	0.1009399752
674	0.1009117891
675	0.1008715564
676	0.1008393071
677	0.1008060193
678	0.1007689723
679	0.1007156735
680	0.1006637409
681	0.1006243516
682	0.1005903549
683	0.1005704938
684	0.1005338139
685	0.1004947198
686	0.1004285868
687	0.1003993024
688	0.1003455435
689	0.1003102846
690	0.100259816
691	0.100222287
692	0.1001761624
693	0.1001542258
694	0.1000443826
695	0.1000214208
696	0.09998833362
697	0.09993716403
698	0.0998838792
699	0.09984492862
700	0.09982245223
701	0.09979452622
702	0.09976522392
703	0.09971794171
704	0.09968461948
705	0.09964855097
706	0.09961804568
707	0.0995844389
708	0.09954391677
709	0.09950352725
710	0.09944837229
711	0.09938435597
712	0.09933918938
713	0.09930220141
714	0.09927535919
715	0.09923867331
716	0.09919798374
717	0.099161856
718	0.09911596176
719	0.09908428669
720	0.09904101428
721	0.0990132718
722	0.09898010131
723	0.09893997183
724	0.09889563185
725	0.0988591536
726	0.09882333487
727	0.09879337088
728	0.09875483547
729	0.09871908444
730	0.0986799165
731	0.09863911717
732	0.09859479153
733	0.09854108119
734	0.09849941505
735	0.09846254663
736	0.09843920158
737	0.09839726616
738	0.09837958965
739	0.09835049204
740	0.09831353395
741	0.09827546844
742	0.09824921204
743	0.09822361077
744	0.09819201965
745	0.09815867505
746	0.09811257702
747	0.09806932024
748	0.0980336458
749	0.09798880358
750	0.09794522623
751	0.09790464372
752	0.09787281732
753	0.09784795961
754	0.09781797393
755	0.09777266739
756	0.09773179095
757	0.09767889156
758	0.09762910596
759	0.09760836828
760	0.09756100245
761	0.09753880679
762	0.09751287537
763	0.09747847153
764	0.09744338349
765	0.0974028236
766	0.09737282637
767	0.09734331707
768	0.09730328719
769	0.09727685447
770	0.09724098268
771	0.09719639507
772	0.09716299066
773	0.09711246959
774	0.09708647553
775	0.09705080496
776	0.09701206449
777	0.09697924809
778	0.09694825691
779	0.09692319408
780	0.09689927678
781	0.09686110104
782	0.09681213636
783	0.09677480345
784	0.0967416477
785	0.09672306892
786	0.0966886111
787	0.09663984799
788	0.09660708719
789	0.09657203481
790	0.09653176125
791	0.09648913449
792	0.09644927179
793	0.09641580583
794	0.09639303471
795	0.09635704215
796	0.09632242045
797	0.0963070034
798	0.09626581246
799	0.09622984095
800	0.09621539081
801	0.096186025
802	0.09615018317
803	0.09611567583
804	0.09609683533
805	0.09607419056
806	0.09602003373
807	0.0959803668
808	0.09595264748
809	0.09591822738
810	0.09589678509
811	0.09586460083
812	0.0958294374
813	0.09580168193
814	0.09577325511
815	0.09573094676
816	0.09570226902
817	0.0956788048
818	0.09564894785
819	0.09561966109
820	0.0955915359
821	0.0955450517
822	0.09550911341
823	0.09548477934
824	0.0954544106
825	0.09540885334
826	0.09536777398
827	0.09533579319
828	0.09530902587
829	0.09528423881
830	0.09524832063
831	0.09521782513
832	0.09518757301
833	0.09516274592
834	0.09513877184
835	0.09509141578
836	0.09506532198
837	0.09503264062
838	0.09499667804
839	0.09495165025
840	0.09491408188
841	0.09488546948
842	0.09484947492
843	0.09482661563
844	0.09479715005
845	0.09475446762
846	0.09472000859
847	0.09469409759
848	0.09466298775
849	0.0946187063
850	0.09458520265
851	0.09454242723
852	0.09451043487
853	0.09448850314
854	0.09445739091
855	0.09441017332
856	0.0943784425
857	0.09436191883
858	0.09432985041
859	0.09430112752
860	0.09427846223
861	0.09425854297
862	0.09423325719
863	0.09419821284
864	0.09416908437
865	0.09412484956
866	0.09410074142
867	0.09407804473
868	0.09405253129
869	0.09402728375
870	0.09400909233
871	0.09398059628
872	0.09395410206
873	0.09391672657
874	0.0938869613
875	0.09385946163
876	0.09382640265
877	0.09379834185
878	0.09375882501
879	0.09373325891
880	0.09369116518
881	0.09365870874
882	0.09361163781
883	0.0935838319
884	0.09355539135
885	0.09353231869
886	0.09349982796
887	0.09347496036
888	0.09343406055
889	0.09339761201
890	0.09335917054
891	0.09333762363
892	0.09331294991
893	0.09328087306
894	0.09323955599
895	0.09318660911
896	0.09315271084
897	0.09311748261
898	0.09306667951
899	0.0930332388
900	0.09299065647
901	0.09295299918
902	0.0929209352
903	0.09288861551
904	0.09285847761
905	0.09282479149
906	0.09278864677
907	0.09276241304
908	0.09271677794
909	0.09269423272
910	0.09266825093
911	0.09264358958
912	0.09261020532
913	0.09258590987
914	0.09255624393
915	0.09252992864
916	0.09248420477
917	0.092425062
918	0.09239768502
919	0.09235563896
920	0.0923253298
921	0.09230088805
922	0.09226536248
923	0.09224194723
924	0.09221043159
925	0.09217985628
926	0.09214966503
927	0.09211104617
928	0.09209023732
929	0.09205067204
930	0.09203533772
931	0.09201473093
932	0.0919841228
933	0.09194968397
934	0.09191539481
935	0.09187801668
936	0.0918523739
937	0.09181019081
938	0.091768004
939	0.09174317364
940	0.09171028326
941	0.09169073872
942	0.0916721939
943	0.09163409991
944	0.09161392458
945	0.09157852377
946	0.09155176623
947	0.09150662534
948	0.09146885857
949	0.09143862899
950	0.09139635511
951	0.09135281006
952	0.09133071714
953	0.09129756599
954	0.09125983775
955	0.09121573396
956	0.09118640956
957	0.09117005599
958	0.09115126302
959	0.09112904874
960	0.09109169242
961	0.09105271112
962	0.09102835063
963	0.09098485438
964	0.09095196967
965	0.09091425867
966	0.0908714096
967	0.09082093943
968	0.09080165384
969	0.09076928642
970	0.09072952213
971	0.09070053338
972	0.09067406452
973	0.09064461712
974	0.09062345681
975	0.09058952519
976	0.09056615595
977	0.09053312671
978	0.0905022693
979	0.09047185679
980	0.09043996349
981	0.09042268433
982	0.0903887483
983	0.09035727545
984	0.09032769452
985	0.09029445153
986	0.09026458254
987	0.09022797534
988	0.09019923467
989	0.09016637578
990	0.09012916764
991	0.09009178301
992	0.09006200073
993	0.09002937133
994	0.08999061895
995	0.08995348753
996	0.08992287288
997	0.08988979278
998	0.08985801774
999	0.0898279121
